Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 14А;;1;2;25000;45.0;15.0;9;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Декабристов, 89В;;2;2;22000;73.0;10.0;17;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;17
Республика Татарстан, Казань, ул. Волкова, 70;18.0;1;2;25000;40.0;10.0;3;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;8
Республика Татарстан, Казань, ул. Ярослава Гашека, 1;18.0;1;1;18000;30.0;6.0;2;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, пр. Яраткан, 4В;38.0;2;2;28000;68.0;12.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;24
Республика Татарстан, Казань, ул. Академика Завойского, 23;;1;2;22000;42.0;12.0;2;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;21
Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 36;;1;1;15000;34.0;5.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Республика Татарстан, Казань, Олонецкая ул., 4А;32.0;2;2;24000;48.0;10.0;1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Николая Ершова, 62Вк1;;1;2;33000;45.0;10.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Родины, 26Б;23.0;1;2;30000;42.0;11.0;20;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;25
Республика Татарстан, Казань, ул. Хади Такташа, 123;;2;2;20000;70.0;20.0;4;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;17
Республика Татарстан, Казань, ул. Кул Гали, 34;30.0;2;3;35000;75.0;30.0;10;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 3А;34.0;2;1;15000;50.0;11.0;7;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 88;;2;2;35000;60.0;15.0;7;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;22
Республика Татарстан, Казань, ул. Белинского, 31;;1;1;15000;30.0;7.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, пр-т Победы, 78;;1;2;18000;55.0;15.0;7;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;18
Республика Татарстан, Казань, Советский район, Спортивная ул., 3;57.0;2;3;35000;80.0;23.0;2;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 88;;2;2;35000;60.0;15.0;7;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;22
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 3А;34.0;2;1;15000;50.0;11.0;7;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Белинского, 31;;1;1;15000;30.0;7.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, пр-т Победы, 78;;1;2;18000;55.0;15.0;7;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;18
Республика Татарстан, Казань, Советский район, Спортивная ул., 3;57.0;2;3;35000;80.0;23.0;2;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;9
Республика Татарстан, Казань, Советский район, микрорайон Азино-1, ул. Закиева, 24;45.0;2;1;18000;60.0;10.0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 81;70.0;4;3;60000;130.0;25.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Вишневского, 59Ак1;;2;2;27000;51.0;15.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6
Республика Татарстан, Казань, ул. Галеева, 8Ак4;;2;2;26000;55.0;10.0;12;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Чингиза Айтматова, 11;48.0;2;2;80000;65.0;13.0;12;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;14
Республика Татарстан, Казань, пр-т Ямашева, 81;32.0;2;1;30000;51.0;9.0;7;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;15
Республика Татарстан, Казань, ул. Адоратского, 4;17.0;1;2;22000;40.8;9.0;6;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, ул. Шамиля Усманова, 33;;2;2;25000;47.0;6.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;0;5
Республика Татарстан, Казань, Чистопольская ул., 64;12.0;1;2;23000;36.0;10.0;9;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;14
Республика Татарстан, Казань, ул. Декабристов, 105;;2;2;25000;54.0;10.0;3;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Сафиуллина, 44;;2;1;23000;55.0;9.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Заслонова, 40к2;46.2;2;2;42000;78.9;21.1;4;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Серова, 35;16.0;1;1;18000;30.0;7.0;7;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Шаляпина, 14/83;55.0;2;2;35000;80.0;15.0;2;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, улица Академика Лаврентьева, 11;18.0;1;2;21000;44.0;12.0;10;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Абсалямова, 31;19.0;1;2;20000;36.0;9.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 61Д;52.0;3;2;36999;80.0;15.0;12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;25
Республика Татарстан, Казань, ул. Николая Ершова, 62Г;;1;0;35000;40.0;15.0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, 2-я Азинская ул., 3Б;50.0;2;1;24990;67.0;8.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, Роторная ул., 27Е;25.0;1;2;29999;45.0;12.0;11;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Кул Гали, 24;25.0;1;1;20000;55.0;12.0;9;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1;27.0;1;2;28000;45.0;11.0;19;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Александра Курынова, 11к1;17.0;1;2;17000;35.0;7.0;3;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Павлюхина, 110Г;34.0;1;3;31999;42.0;8.0;12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20
Республика Татарстан, Казань, Вахитовский район, ул. Чехова, 4А;;1;1;28000;39.0;15.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Тансык, 7;65.0;3;2;20000;85.0;10.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Воровского, 15;;2;2;19000;45.0;10.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, Минская ул., 10;;1;1;17000;35.0;8.0;6;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Вишневского, 51/1;45.0;2;1;25000;60.0;7.0;4;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Фикрята Табеева, 1;20.0;1;2;20000;40.0;12.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Вахитовский район, Большая Красная ул., 8;70.0;3;1;55000;100.0;12.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6
Республика Татарстан, Казань, Курская ул., 27;30.0;2;2;30000;55.0;10.0;9;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Николая Ершова, 62Г;;1;3;23000;42.0;10.0;5;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Галимджана Баруди, 4к2;;1;3;30000;40.0;;5;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;19
Республика Татарстан, Казань, ул. Латышских Стрелков, 1/38;;2;1;20000;56.0;9.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, Поперечно-Азинская ул., 68А;;1;2;25000;30.0;9.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Республика Татарстан, Казань, пр-т Победы, 139Ак2;35.0;2;2;32000;52.0;10.0;16;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;19
Республика Татарстан, Казань, Спартаковская ул., 88Б;8.0;1;1;23000;36.0;17.0;7;0;0;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Солидарности, 16;9.0;1;2;13000;13.0;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9
Республика Татарстан, Казань, ул. Декабристов, 127;;2;2;32000;58.0;10.0;2;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 5;20.0;1;2;32000;37.0;11.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, 2-я Ленинградская ул., 4;20.0;1;2;19000;37.0;11.0;8;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Гастелло, 7;;2;3;45000;65.0;9.0;17;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;19
Республика Татарстан, Казань, пр. Яраткан, 4Б;;1;2;21000;34.0;12.0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 88;18.0;2;3;50000;60.0;42.0;16;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;22
Республика Татарстан, Казань, ул. Маршала Чуйкова, 52;;1;1;20000;40.0;12.0;5;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Чернышевского, 33;20.0;1;1;45000;59.0;18.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;5
Республика Татарстан, Казань, 2-я Старо-Аракчинская ул., 41;;1;2;25000;45.0;15.0;4;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 9А;30.0;2;2;16500;52.0;10.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Ноксинский Спуск, 7;;1;2;18000;36.0;10.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Седова, 20В;30.0;1;1;19990;48.0;12.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
Республика Татарстан, Казань, ул. Зинина, 9/23;;1;1;25000;46.0;14.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Республика Татарстан, Казань, Спартаковская ул., 165;49.0;3;2;39999;72.0;12.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;10
Республика Татарстан, Казань, Чистопольская ул., 36;28.0;1;1;29999;44.0;8.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16
Республика Татарстан, Казань, ул. Умырзая, 12;25.0;1;2;19000;39.0;10.0;11;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;20
Республика Татарстан, Казань, ул. Родины, 24А;;2;3;40000;62.0;12.0;7;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;19
Республика Татарстан, Казань, Вахитовский район, жилой массив Калуга, Центральная ул., 35;45.0;2;1;22000;55.0;10.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;5
Республика Татарстан, Казань, пр-т Победы, 139Ак2;;2;3;38000;93.0;27.0;8;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;18
Республика Татарстан, Казань, пр-т Альберта Камалеева, 32Б;18.0;1;2;24999;37.0;12.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, Приволжский район, 33-й Военный городок, 1;30.0;2;1;22000;45.0;5.0;3;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Рауиса Гареева, 111к1;18.0;1;2;17000;33.0;8.0;7;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Мустая Карима, 7/10;;1;1;15000;35.0;8.0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, ул. Алексея Козина, 2;;2;2;55000;50.0;10.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15
Республика Татарстан, Казань, пр. Яраткан, 4В;16.0;1;2;30000;35.0;10.0;14;0;1;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;25
Республика Татарстан, Казань, Чистопольская ул., 79;75.0;2;1;34999;90.0;7.0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 86/10;65.0;3;3;130000;104.0;14.0;3;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;17
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк3;33.0;2;3;30000;65.0;12.0;15;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;24
Республика Татарстан, Казань, пр-т Ямашева, 104к1;27.4;2;2;25000;48.1;8.6;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 36;65.0;3;3;64999;98.0;21.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Достоевского, 53/4;;2;1;28000;54.0;12.0;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 10;75.0;4;3;70000;120.0;25.0;6;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;7
Республика Татарстан, Казань, ул. Серова, 35;;2;2;22000;55.0;15.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Муштари, 19;;2;3;115000;60.0;15.0;5;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 8;19.0;1;1;17000;32.0;8.0;9;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Хайдара Бигичева, 17;25.0;2;2;26000;48.0;9.0;4;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;20.0;1;2;25000;38.0;14.0;4;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;17
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;15.0;1;2;24000;35.0;8.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;17
Республика Татарстан, Казань, Щербаковский пер., 7;;1;2;52000;51.0;;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Республика Татарстан, Пестречинский р-н, Кощаковское сельское поселение, д. Царёво, ул. Петра Гаврилова, 10;;2;2;17000;45.0;9.0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;3
Республика Татарстан, Казань, Комсомольская ул., 1;24.0;1;3;29999;46.0;;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;24
Республика Татарстан, Казань, Кировский район, Шоссейная улица, 57;25.0;1;3;70000;55.0;20.0;18;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;26
Республика Татарстан, Казань, Оренбургский тракт, 8Д;;1;2;29000;41.0;;4;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;23
Республика Татарстан, Казань, ул. Космонавтов, 6А;19.0;1;2;32000;45.0;11.0;8;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Ломжинская ул., 22;;3;1;30000;63.0;8.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Абсалямова, 26;;2;1;27000;50.8;8.5;4;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;10
Республика Татарстан, Казань, Комсомольская ул., 1;40.0;3;3;70000;75.0;15.0;15;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;24
Республика Татарстан, Казань, Комсомольская ул., 1;23.0;1;2;30000;50.0;15.0;12;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;20
Республика Татарстан, Казань, Петербургская ул., 64;40.0;2;3;110000;79.1;12.0;6;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;10
Республика Татарстан, Казань, ул. Рауиса Гареева, 102к2;22.0;1;2;25000;47.0;15.0;12;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, улица Рауиса Гареева, 102к1;35.0;2;2;35000;60.0;10.0;11;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;14
Республика Татарстан, Казань, пр-т Победы, 139к2;;1;2;18000;25.0;;9;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;14
Республика Татарстан, Казань, ул. Джаудата Файзи, 12;14.0;1;1;15000;33.0;8.0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;9
Республика Татарстан, Казань, Комсомольская ул., 2;34.0;2;1;50000;52.0;12.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;20
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 44;18.0;1;1;17000;46.0;14.0;5;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Моторная ул., 31А;18.0;1;1;17000;36.0;9.0;9;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Вишневского, 59Ак3;;2;0;45000;65.0;20.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
Республика Татарстан, Казань, ул. Аделя Кутуя, 35;50.0;3;2;33000;87.0;14.0;9;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, Волгоградская ул., 43;18.0;1;1;14500;35.0;7.0;4;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, Авиастроительный район, Молодёжная ул., 14А;;1;1;15000;30.0;6.0;4;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Павлюхина, 108Б;;2;3;45000;68.0;20.0;8;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;19
