Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, ул. Хайдара Бигичева, 32;;1;1;18000;44.0;6.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
Республика Татарстан, Казань, ул. Короленко, 35А;;1;1;18000;30.5;10.0;6;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;6
Республика Татарстан, Казань, ул. Азата Аббасова, 3;;1;2;20000;35.0;8.0;5;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 33;;1;3;27000;50.0;12.0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Академика Глушко, 5;18.0;1;1;17000;28.0;5.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 64;;2;2;25000;50.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Гудованцева, 22;16.0;1;1;10000;18.4;;3;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;5
Республика Татарстан, Казань, ул. Алексея Козина, 3Б;;2;0;35000;55.0;9.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
Республика Татарстан, Казань, ул. Габдуллы Тукая, 65А;17.5;1;1;18000;33.0;6.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, улица Аметьевская Магистраль, 18к3;38.0;2;2;35000;52.0;7.0;21;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;26
Республика Татарстан, Казань, улица Аметьевская Магистраль, 18к3;38.0;2;2;35000;52.0;7.0;21;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;26
Республика Татарстан, Казань, ул. Баки Урманче, 7;;1;2;19000;47.0;10.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;22
Республика Татарстан, Казань, пр-т Победы, 139к1;;2;2;28000;70.0;12.0;8;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;18
Республика Татарстан, Казань, Чистопольская ул., 73;30.0;1;1;20000;50.0;12.0;6;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 18к1;;2;2;30000;50.0;8.0;25;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;25
Республика Татарстан, Казань, ул. Четаева, 28;34.0;2;2;38000;76.0;13.0;10;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;11
Республика Татарстан, Казань, ул. Короленко, 28Б;;1;2;25000;37.0;8.0;20;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;21
Республика Татарстан, Казань, ул. Короленко, 28Б;18.0;1;3;55000;45.0;9.0;12;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;21
Республика Татарстан, Казань, пр-т Победы, 139Ак1;42.0;2;1;45000;63.0;12.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;18
Республика Татарстан, Казань, Чистопольская улица, 25;;1;2;25000;37.0;10.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;16
Республика Татарстан, Казань, пер. Односторонки Гривки, 10;15.0;1;1;22000;46.0;13.0;4;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Алексея Козина, 2;25.0;1;3;55000;42.0;14.0;8;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;20
Республика Татарстан, Казань, Беломорская ул., 81;;1;1;13000;18.0;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Салиха Батыева, 17;30.0;2;2;25000;65.0;14.0;2;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;10
Республика Татарстан, Казань, 2-я Ленинградская ул., 4;;1;2;25000;43.0;7.0;10;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;10
Республика Татарстан, Казань, ул. Заря, 32;40.0;2;1;25000;48.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5
Республика Татарстан, Казань, пр-т Ямашева, 101;;2;1;35000;40.0;10.0;4;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;10
Республика Татарстан, Казань, ул. Алексея Козина, 2;20.0;1;2;30000;30.0;;9;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;1;15
Республика Татарстан, Казань, ул. Чингиза Айтматова, 1;55.0;2;1;29999;71.0;10.0;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, пр-т Победы, 136;35.0;2;1;23000;50.0;12.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Побежимова, 59;18.0;1;1;17000;35.0;9.0;9;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Павлюхина, 108Б;50.0;3;3;55000;74.0;14.0;14;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;25
Республика Татарстан, Казань, ул. Академика Завойского, 6;;1;1;17000;47.0;12.0;9;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;16
Республика Татарстан, Казань, ул. Адоратского, 3;;2;2;23000;70.0;15.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Горького, 12;;2;3;60000;100.0;25.0;2;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;2
Республика Татарстан, Казань, ул. Павлюхина, 102А;40.0;2;1;33999;65.0;13.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Гудованцева, 43;19.0;1;2;16000;30.0;7.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Николая Ершова, 66В;15.1;1;2;35000;37.0;10.1;5;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Рауиса Гареева, 100;18.0;1;2;20000;36.0;;7;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;10
Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 7;35.0;2;1;17000;54.0;12.0;5;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Братьев Батталовых, 20к1;15.0;1;1;19000;30.0;5.0;5;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;23
Республика Татарстан, Казань, ул. Адоратского, 1;50.0;2;1;36999;80.0;12.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;12
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 10;;2;2;30000;56.0;11.0;6;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;6
Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, жилой комплекс Южный Парк, Сиреневая ул., 4;;1;1;17000;34.0;12.0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Лейтенанта Шмидта, 46;;1;2;22000;36.0;8.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;5
Республика Татарстан, Казань, пр-т Ильгама Шакирова, 5А;;2;1;16000;50.0;30.0;10;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Павлюхина, 99Б;48.0;2;1;34999;70.0;10.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Ямашева, 82;45.0;2;1;30000;50.0;5.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, Приволжский район, жилой комплекс Лесной Городок, Солнечная ул., 58;;2;3;30000;50.0;20.0;4;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;5
Республика Татарстан, Казань, ул. Четаева, 41;;1;2;25000;40.0;6.0;3;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Академика Лаврентьева, 8А;31.0;2;1;25000;55.0;7.0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;9
Республика Татарстан, Казань, ул. Чингиза Айтматова, 9;;2;2;35000;60.0;16.0;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Юлиуса Фучика, 82;;3;1;25000;90.0;13.0;6;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 33;;1;1;23000;42.0;13.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Карбышева, 58;;1;1;17000;40.0;7.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, Оренбургский тракт, 8Д;;1;3;30000;45.0;17.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;20
Республика Татарстан, Казань, Оренбургский тракт, 138Д;25.0;1;2;19999;40.0;10.0;15;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Виктора Сажинова, 6/9;20.0;1;1;15000;42.0;12.0;7;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Красной Позиции, 7;30.0;2;2;20000;44.0;6.0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Сибгата Хакима, 40;85.0;3;1;70000;100.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17
Республика Татарстан, Казань, Чистопольская ул., 79;;1;2;22000;50.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Сибгата Хакима, 40;85.0;3;1;70000;100.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17
Республика Татарстан, Казань, пр. Яраткан, 4В;19.0;1;2;20000;37.0;12.0;12;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;24
Республика Татарстан, Казань, ул. Адоратского, 13;17.0;1;1;22000;37.0;7.0;9;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Низенькая ул., 7;95.0;4;3;40000;105.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 13;20.0;1;1;23000;36.0;7.0;7;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Вахитовский район, жилой массив Аметьево, Дачная ул., 1;;1;1;18000;32.5;7.0;2;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, проспект Победы, 139Ак2;20.0;1;3;35000;40.0;10.0;4;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Азата Аббасова, 23А;28.0;2;2;35000;54.0;9.5;9;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;10
Республика Татарстан, Казань, пр-т Ильгама Шакирова, 5А;;1;1;13000;38.0;6.0;2;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, Чистопольская ул., 40;;1;2;40000;52.0;12.0;4;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;20
Республика Татарстан, Казань, ул. Восстания, 76;;1;1;18000;32.0;7.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Латышских Стрелков, 39;;1;0;25000;39.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, 2-я Юго-Западная ул., 36;18.0;1;1;17000;38.4;11.0;6;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Ноксинский Спуск, 26;28.0;2;2;22000;52.0;10.0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Братьев Касимовых, 35;;2;3;35000;57.0;20.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;24
Республика Татарстан, Казань, ул. Гагарина, 4;15.0;1;1;20000;32.0;6.0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;;2;3;24000;40.0;15.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;17
Республика Татарстан, Казань, Краснококшайская ул., 84Бк2;38.0;2;2;30000;54.0;12.0;3;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, пр-т Победы, 46;30.0;1;2;29999;40.0;10.0;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, пр-т Победы, 182;;1;3;20000;52.0;13.0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Академика Губкина, 30Г;;2;2;30000;70.0;15.0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;9
Республика Татарстан, Казань, ул. Ноксинский Спуск, 4к1;38.0;2;2;27000;60.0;10.0;6;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;14
Республика Татарстан, Казань, ул. Павлюхина, 99Б;;2;2;25000;65.0;10.0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Фатыха Амирхана, 105;;2;2;22000;50.0;8.0;10;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;10
Республика Татарстан, Казань, Мало-Московская ул., 26;;2;1;30000;64.0;15.0;6;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Достоевского, 66/17;19.0;1;2;30000;38.0;8.0;8;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 73;;3;3;60000;75.0;10.0;7;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;9
Республика Татарстан, Казань, пр-т Победы, 139к2;21.0;1;2;25000;38.5;10.0;15;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;18
Республика Татарстан, Казань, Кировский район, Шоссейная ул., 57;50.0;2;1;75000;70.0;12.0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;23
Республика Татарстан, Казань, Сибирский тракт, 23Б;;1;2;25000;45.0;16.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;19
Республика Татарстан, Казань, Авиастроительный район, Молодёжная ул., 14А;18.0;1;1;13000;30.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Ломжинская ул., 4;38.0;2;2;22000;77.0;8.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Четаева, 24;15.0;1;1;13000;34.0;8.0;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Академика Завойского, 16;28.0;2;2;25000;50.0;9.0;7;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Академика Губкина, 18В;40.0;2;3;29999;50.0;7.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 10;;3;2;49000;140.0;20.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Шамиля Усманова, 23;;1;1;18000;32.0;6.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, Вахитовский район, ул. Калинина, 52;62.0;2;2;49999;82.0;20.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, Чистопольская ул., 71Б;;1;2;35000;43.0;6.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Альфии Авзаловой, 9;15.8;1;2;15000;31.7;;11;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;19
Республика Татарстан, Казань, ул. Лесгафта, 28А;;2;2;25000;70.0;15.0;4;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 14/59;50.0;2;3;100000;75.0;8.0;4;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;8
Республика Татарстан, Казань, ул. Умырзая, 14;;1;1;22000;38.0;8.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, Дружинная ул., 8;20.0;1;1;22000;38.0;16.0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;10
Республика Татарстан, Казань, Комсомольская ул., 2;20.0;2;2;30000;50.0;8.0;5;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;20
Республика Татарстан, Казань, пр-т Ибрагимова, 6;;2;3;30000;30.0;10.0;4;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;5
Республика Татарстан, Казань, ул. Достоевского, 66/17;;1;2;20000;45.0;15.0;6;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 5;;1;3;32000;38.9;10.0;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Короленко, 28Б;;1;2;20000;40.0;;13;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;21
Республика Татарстан, Казань, ул. Волкова, 12;20.0;1;1;30999;40.0;10.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8
Республика Татарстан, Казань, пр-т Победы, 176;18.0;1;2;20000;37.0;10.0;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Сибгата Хакима, 7;;2;3;60000;70.0;15.0;11;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;18
Республика Татарстан, Казань, ул. Заря, 30;31.0;2;1;20000;45.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5
Республика Татарстан, Казань, Советский район, посёлок Дербышки, ул. Мира, 64к1;14.0;1;2;18000;34.0;10.0;6;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Азата Аббасова, 21А;13.2;1;2;23000;30.7;;19;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;19
Республика Татарстан, Казань, Чистопольская ул.;55.0;2;1;27000;83.0;8.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Вишневского, 61А;;2;3;45000;57.0;20.0;17;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;20
Республика Татарстан, Казань, ул. Олега Кошевого, 8;40.0;3;2;27000;56.0;6.0;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;5
Республика Татарстан, Казань, Роторная ул., 27Д;57.0;2;3;45000;80.0;23.0;14;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;19
Республика Татарстан, Казань, Чистопольская ул., 79;105.0;4;2;59999;130.0;12.0;7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Достоевского, 50;80.0;2;3;50000;101.0;20.0;7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;13
Республика Татарстан, Казань, ул. Космонавтов, 20;18.0;1;1;20000;32.0;6.0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Умырзая, 14;13.0;1;1;19999;28.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
Республика Татарстан, Казань, ул. Островского, 9/3;39.0;2;2;54999;61.0;7.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;5
Республика Татарстан, Казань, ул. Восстания, 7;;2;1;25000;44.0;6.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Фатыха Амирхана, 103;20.0;1;1;20000;36.0;9.0;4;0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Рауиса Гареева, 103;20.0;1;1;24999;38.0;9.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23
Республика Татарстан, Казань, пр-т Ямашева, 60;19.0;1;2;20000;34.0;8.0;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Николая Ершова, 62Дк2;25.0;1;2;25000;38.0;8.0;2;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Алексея Козина, 2;60.0;3;3;100000;85.0;15.0;11;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;20
Республика Татарстан, Казань, ул. Блюхера, 82;18.0;1;1;18000;33.0;6.0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, пр-т Ямашева, 35А;48.0;2;1;29999;62.0;8.0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;12
Республика Татарстан, Казань, ул. Академика Лаврентьева, 9;;2;1;29000;65.0;12.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Болотникова, 13А;18.0;1;1;18000;38.0;9.0;3;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Баки Урманче, 11к3;25.0;1;2;25000;45.0;12.0;15;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;15
Республика Татарстан, Казань, ул. Виктора Сажинова, 3;;2;1;16000;60.0;15.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Мусина, 68;25.0;1;1;8000;47.0;12.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;17
Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 9;18.0;1;2;23000;35.0;9.0;5;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 52;;2;1;30000;55.0;8.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;9
Республика Татарстан, Казань, ул. Короленко, 40;;1;1;15000;16.0;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5
Республика Татарстан, Казань, Комсомольская ул., 1;28.0;2;3;35000;50.0;9.0;5;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;25
Республика Татарстан, Казань, пр-т Победы, 230;67.0;2;3;30000;80.0;12.0;6;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;10
