,Living_space,Num_of_rooms,Renovation,Total_area,Kitchen_area,Floor,Appliances_2,Appliances_3,Appliances_4,Appliances_5,Appliances_7,Appliances_8,Appliances_9,Appliances_10,Balcony_1,Balcony_2,Furniture_1,Furniture_2,Furniture_3,Internet_tv_1,Internet_tv_2,Bathroom_1,Bathroom_2,Utilities_1,Room_type_1,Room_type_2,Studio,Floors_in_b,district_1,district_2,district_3,district_4,district_5,district_6,district_7,1st_floor,Metro_d,Center_d
273,80.0,3,2,100.0,20.0,8,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,9,0,0,1,0,0,0,0,0,2.8545847875109907,6.915241418827295
274,28.0,2,3,89.0,23.0,3,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,7,0,0,0,1,0,0,0,0,0.8350585807301707,3.531616198962583
275,62.163148748828846,3,3,133.0,50.0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0.8701663100443486,1.3699396553307577
276,25.221614371809014,2,2,50.0,14.0,3,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,9,1,0,0,0,0,0,0,0,5.295896105159359,5.735872158042443
277,30.63149104217903,2,3,62.0,25.0,17,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,23,0,0,1,0,0,0,0,0,1.0168889013071403,2.679999616305581
278,45.1369100626456,2,2,65.0,15.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0.8464727950578592,2.918049258213334
279,47.650459973180276,3,3,97.0,91.0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0.8861242319335787,1.0669811345569402
280,17.0,2,3,50.0,20.0,7,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,10,0,0,1,0,0,0,0,0,2.0193374070916525,8.706822187726948
281,40.0,2,1,45.0,5.0,3,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0.6559193839688555,0.726350368098847
282,6.0,1,2,13.0,5.362264161467701,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,9,0,0,0,1,0,0,0,0,2.8120366490739865,5.462905960330378
283,19.256778206214047,1,2,38.7,8.0,8,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,1.9341452558844647,2.2825599793973432
284,19.0,1,1,40.0,8.0,16,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0,0,0,2.40071122110711,7.5892567321566515
285,31.16060212759631,2,3,54.0,12.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,3.0216010674748057,3.7146791592409603
286,50.0,2,1,89.0,18.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,1,0,0,0,0,0,0,0.5752200882872156,0.6502623243331352
287,50.0,2,1,89.0,18.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,1,0,0,0,0,0,0,0.5752200882872156,0.6502623243331352
288,35.215266336955835,2,2,69.1,10.0,6,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,14,0,0,0,0,1,0,0,0,1.7314922467256366,6.404344462530835
289,24.791624671641628,1,1,18.0,5.0,5,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1.097549226998054,4.156816050345505
290,15.666666666666666,1,2,30.0,6.0,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1.7124382037711328,5.39578667572966
291,23.0,1,2,40.0,10.0,5,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0.4542953254458159,6.4598662037694705
292,20.0,1,2,40.0,10.0,9,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,14,0,0,0,1,0,0,0,0,0.8350585807301707,3.531616198962583
293,30.90737151541313,1,2,43.8,8.0,4,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,1.0674787503532404,1.1047789364373457
294,24.0,2,1,42.0,12.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,1,0,0,0,0,0,3.613609600157293,7.820942566154857
295,34.551266345156094,1,2,38.0,15.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1.1778889337785858,1.4495659317110305
296,14.0,1,1,31.0,9.0,10,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,5.512135001877972,7.483705452013688
297,18.73879612503626,1,2,38.0,8.0,4,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1.3809983910246513,1.4100796221825103
298,19.609922594045386,1,2,30.0,7.342749426788495,6,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,19,0,1,0,0,0,0,0,0,1.8476941512953682,2.006897830776949
299,22.535533905932738,1,2,35.0,6.0,6,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,3.0331396314104877,8.03536619751362
300,47.90531975540199,3,1,68.0,8.0,4,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,2.7409742927661065,7.569585578891488
301,19.26120387496374,1,1,43.0,7.0,17,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,0,0,1,0,0,0,0,0,2.74996883881438,7.799290614044593
302,15.0,1,2,35.0,10.0,18,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,25,0,0,1,0,0,0,0,0,3.2760011417374244,8.240362729647257
303,25.0,1,2,38.0,8.0,3,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3.3000824188328224,5.517323000728471
304,19.735826323688336,1,2,40.7,8.0,8,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,25,0,0,0,1,0,0,0,0,2.160013052312233,3.651089463849673
305,20.0,1,2,45.3,9.7,7,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0.8731730483195635,2.425915876981543
306,15.0,1,1,20.0,4.0,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0.3177596282200361,5.2331481055568245
307,31.10170690113333,1,3,55.0,17.0,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,17,0,0,1,0,0,0,0,0,0.8731730483195635,2.425915876981543
308,28.3,2,1,44.9,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,1.0781002975332965,2.8868597446684525
309,44.68102458379503,2,2,60.0,10.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0.7688428901478189,5.180448640268961
310,20.5,1,1,33.0,6.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0.9256915971830196,5.182429319517168
311,35.259376292071,2,2,85.0,12.0,7,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,9,0,1,0,0,0,0,0,0,1.0637873296967904,1.4448509654900494
312,20.0,1,2,33.0,9.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2.771196815989457,7.766727915984489
313,31.656553168441473,2,3,56.7,12.0,15,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,16,0,0,0,1,0,0,0,0,2.2618828786486502,3.0576983108460194
314,19.499418373263957,1,2,34.0,6.0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,5,0,0,0,0,0,0,1,1,3.228771986717196,7.713835369668669
315,29.904458323746827,2,2,47.9,10.0,2,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0.3057043481984258,3.732758610600544
316,35.69486290084942,2,1,53.0,9.0,5,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,9,0,0,0,1,0,0,0,0,2.6462970552524974,4.27518256686319
317,40.0,2,3,60.0,18.0,20,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,25,0,1,0,0,0,0,0,0,0.5752200882872156,0.6502623243331352
318,28.993963331226002,2,3,55.0,15.0,20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,20,0,1,0,0,0,0,0,0,0.7662748536335835,1.9518277130435782
319,18.0,1,2,38.0,9.0,16,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0,2.651220774089068,7.707309646010272
320,18.921762490634883,2,1,52.0,12.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10,0,0,0,0,0,1,0,0,11.366906367427019,15.345623958885115
321,25.0,1,1,35.0,8.0,4,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,1,0,0,11.446371415431067,15.156077880170601
322,18.0,1,1,35.0,8.0,4,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,2.070032107033908,6.846183074512187
323,16.0,1,2,36.0,9.0,11,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,3.4868804258137933,6.0475752042093776
324,22.721762371889508,1,2,39.5,8.0,10,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,0.3067720420200457,5.347041334013362
325,50.0,2,2,70.0,14.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,1,0,0,0,1.814190357840745,6.441838017435047
326,27.166736513587516,1,2,50.0,17.0,13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,20,0,0,0,0,1,0,0,0,0.44938633664019545,3.2819220169749994
327,20.0,2,2,51.0,18.0,5,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,20,0,1,0,0,0,0,0,0,0.5538038098477346,1.9501639121153438
328,14.0,1,1,30.0,6.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,3.5636656321454105,6.05504310582332
329,35.0,2,1,56.0,15.0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0.9487999694699577,1.324949099030216
330,82.0,3,2,96.0,14.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,22,0,0,1,0,0,0,0,0,3.0186771701921415,7.032127922036251
331,18.666666666666668,1,2,33.0,8.0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,0.5538038098477346,1.9501639121153438
332,18.1,1,2,43.3,13.7,19,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,23,1,0,0,0,0,0,0,0,4.228450893761747,4.438568230909822
333,15.0,1,3,30.0,5.0,20,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,25,0,0,1,0,0,0,0,0,4.366965731820982,8.796567698324628
334,55.0,3,1,82.0,13.0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,0,0,1,0,0,12.264234189073667,16.212437817796424
335,25.0,1,2,30.0,8.0,3,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1.0048191483265199,1.0317772195564063
336,29.0,1,2,39.0,10.0,14,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,3.278916810862651,3.827816589785408
337,25.0,2,3,70.0,20.0,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,6,0,1,0,0,0,0,0,0,0.7444582171553183,0.8236736304858988
338,40.00000000000001,2,3,59.9,12.0,7,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,20,0,0,0,0,0,1,0,0,0.6160873641737703,3.09671969260571
339,7.0,1,2,31.0,16.0,7,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,2.8091684741802485,7.262676732720768
340,15.500000000000002,1,2,28.0,7.666666666666667,6,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,19,1,0,0,0,0,0,0,0,5.0889718629538265,8.4495835191787
341,7.0,1,2,36.0,19.0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,1.9117542636852527,7.003066922565586
342,39.772772550435946,1,2,63.2,11.0,3,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,17,0,1,0,0,0,0,0,0,1.432630355553194,1.958483558307036
343,17.0,1,1,45.0,14.0,9,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,2.419292971593026,3.4626792080037476
344,19.166666666666668,1,1,34.0,8.0,9,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1.3431915448094884,6.055686845569719
345,20.5,1,1,33.0,6.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0.9256915971830196,5.182429319517168
346,18.337708718668416,1,1,34.0,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1.29251485788078,5.707855691330024
347,21.0,1,2,34.0,7.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,4.063191565561973,8.90261398589935
348,18.54386676731999,1,2,35.1,8.0,13,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,22,1,0,0,0,0,0,0,0,3.8978121328801194,4.0734691898887
349,40.0,1,3,60.0,10.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0.5974294578814959,3.2460608018205455
350,26.280476772689543,2,1,50.1,8.0,4,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,9,0,0,1,0,0,0,0,0,0.08886460872007618,7.7258621758217165
351,18.0,1,2,35.0,8.0,4,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0.8752662101904001,2.869349629754819
352,30.445839710667258,2,1,49.0,10.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,2.9736483575012125,5.689489600971333
353,21.916836216275495,1,2,40.7,8.0,5,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,18,0,0,0,1,0,0,0,0,2.425205889319487,3.230440396796124
354,27.90241043303224,1,2,50.8,10.0,2,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0.8190761336243643,0.8997933290284083
355,43.43386971173767,2,2,70.0,17.0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,7,0,1,0,0,0,0,0,0,0.5938105157209251,0.6329065097115567
356,25.99188394068451,1,3,45.0,25.0,18,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,22,0,0,0,1,0,0,0,0,3.0380062741664915,3.7920075878911788
357,20.0,1,1,40.0,11.0,5,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,2.771196815989457,7.766727915984489
358,35.0,2,2,50.0,9.0,3,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,18,0,0,1,0,0,0,0,0,2.74996883881438,7.799290614044593
359,39.58999033806608,2,1,62.0,13.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0.852208779181662,6.977305506956604
360,24.40856409339767,1,3,39.9,8.0,14,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,17,0,0,0,1,0,0,0,0,0.5974294578814959,3.2460608018205455
361,18.0,1,2,37.0,10.0,7,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0.5533778057472868,5.806518398363015
362,21.001374203394573,1,2,39.4,8.0,7,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,20,0,0,0,1,0,0,0,0,0.7904566222018142,3.6649195157654675
363,55.0,2,2,70.0,10.0,12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,18,0,0,1,0,0,0,0,0,1.2784542041619738,5.86301167139055
364,27.0,2,1,43.0,7.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,1,0,0,0,0.05143089332991852,5.051632575347206
365,19.1,1,1,37.7,10.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,3.674458472070941,8.563538641693007
366,20.0,1,1,41.0,10.0,8,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,12.186265673889842,16.093010744846104
367,18.0,1,1,32.0,7.0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,0,0,0,0,1,0,0,0,0.3906852876670982,3.532173362503509
368,51.0,3,2,82.0,20.0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,1,0,0,1.6582149541454558,4.337960414273273
369,19.438477068169764,1,2,35.9,8.0,15,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,21,0,0,0,1,0,0,0,0,1.364109897652332,5.254736025681739
370,40.0,2,2,56.0,16.0,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,7,0,0,0,0,1,0,0,0,1.0404823431834782,6.001970415896506
371,22.125260392033567,1,2,40.0,30.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,19,0,0,1,0,0,0,0,0,1.2714573051802933,2.845667459828751
372,12.0,1,1,30.0,6.666666666666667,4,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,9,0,0,1,0,0,0,0,0,0.3266158527963513,8.063284027565592
373,39.59608255988976,3,2,98.0,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,2.835629989552439,3.9207127082728173
374,37.167331134784966,1,3,60.0,10.0,7,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1.4382392451767654,3.3408451342939594
375,18.0,1,2,38.0,12.0,3,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,1,0,3.1008538544080473,8.10078676404981
376,19.968986468823857,1,2,36.5,8.0,11,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,23,0,0,0,0,0,1,0,0,0.6160873641737703,3.09671969260571
377,18.203860399600295,1,1,36.4,9.4,10,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,3.0216010674748057,3.7146791592409603
378,40.38461538461539,2,3,60.0,15.0,10,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,1.5199257694243702,1.6479224897077003
379,86.89926712711457,3,3,130.0,18.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,20,0,1,0,0,0,0,0,0,1.6842259623757057,1.6904605645753894
380,16.0,1,1,18.0,18.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,6.878553227131,11.861613406975126
381,34.4192964495404,2,3,60.0,26.0,11,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,17,1,0,0,0,0,0,0,0,3.5636656321454105,6.05504310582332
382,41.74027257950625,2,2,62.8,12.0,13,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,17,0,0,1,0,0,0,0,0,1.1174417677260025,2.3387898275702677
383,16.0,1,2,30.0,6.0,22,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,24,0,0,0,0,1,0,0,0,1.8421936483250412,6.602277833304733
384,25.0,2,1,37.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,9.514478651123312,10.54482035794495
385,32.831236231685125,1,3,47.8,8.0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,22,0,0,0,1,0,0,0,0,3.3533350094557965,4.04232236468124
386,23.145310570085933,1,3,45.0,8.0,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1.9341452558844647,2.2825599793973432
387,22.0,1,1,38.0,10.0,6,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,0,0,13.622900178609955,17.568647203109325
388,27.6,2,2,50.5,7.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0.2117121526084357,2.008669427344884
389,38.0,3,1,62.0,14.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,1,0,0,0,0,3.9517987357744255,5.59149782529913
390,70.0,2,3,110.0,30.0,8,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,17,0,0,0,1,0,0,0,0,3.3533350094557965,4.04232236468124
391,20.0,1,1,48.0,17.0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0.3067720420200457,5.347041334013362
392,22.0,1,2,42.0,10.0,8,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,5.310468367591183,8.26519549469027
393,17.580193631206985,1,2,12.2,5.0766716598446395,9,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,9,0,1,0,0,0,0,0,0,1.0468820957145621,1.0263828804556971
394,36.27727405258292,3,3,80.0,10.0,5,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,23,0,0,1,0,0,0,0,0,0.9668254640567574,3.536174164654774
395,34.364902239406675,2,1,51.0,10.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,1.3696750555042863,6.276154380362785
396,50.032093429688665,3,2,81.4,11.0,12,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,18,0,0,0,0,0,1,0,0,12.108863251132727,15.984474670275823
397,30.0,2,3,46.0,6.0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0.5356196204132783,2.0192921076801933
398,29.495956870916526,2,2,54.0,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,3.2958642510247778,3.9093143898425025
399,23.5,1,2,30.0,8.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0.5974294578814959,3.2460608018205455
400,25.0,2,3,45.0,15.0,6,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,17,0,0,0,0,0,1,0,0,1.6582149541454558,4.337960414273273
401,38.0,2,2,60.0,12.0,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,1,0,0,0,0,0,0,0,4.702332201503812,5.342785819225666
402,35.66195429704104,3,1,70.0,10.0,5,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,1,0,3.5911483927095325,7.960243700744106
403,26.999999999999996,2,3,45.0,8.0,16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,19,1,0,0,0,0,0,0,0,3.636121494484738,4.146007517172509
404,18.0,1,1,38.0,16.0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,11.496212024942633,15.484077326029714
405,47.0,3,1,64.0,9.0,12,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,14,0,0,0,0,1,0,0,0,0.2209603803808642,3.586300999350975
406,12.314227233214472,1,1,37.0,24.0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,1,1.8421068916012002,6.997663617086232
407,30.0,2,3,65.0,10.0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0.9185992637455683,1.353631865687027
408,32.631476559395814,1,2,55.0,15.0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0.54418133335196,3.328723643957285
409,17.666666666666668,1,2,35.0,8.333333333333334,15,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,19,1,0,0,0,0,0,0,0,4.075639574704961,5.466148414840853
410,18.0,1,2,34.0,6.0,11,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,1,0,2.998438030571916,7.993399712654374
