Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b;location;coord;district_1;district_2;district_3;district_4;district_5;district_6;district_7;district_8;district_9
;1;2;25000;52.0;10.0;8;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;14;3Б, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.822005250000004, 49.1450989);0;0;0;1;0;0;0;0;0
;1;1;18000;36.7;12.0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10;17, улица Амирхана Еники, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.784353100000004, 49.15327556498457);0;1;0;0;0;0;0;0;0
17.0;1;2;30000;47.0;17.0;18;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;23;88, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.81840175, 49.14689051949904);0;0;0;1;0;0;0;0;0
;1;2;17000;40.0;10.0;6;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;10;1, улица Фикрята Табеева, ЖК Весна, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.79526585, 49.25186750328815);1;0;0;0;0;0;0;0;0
33.0;2;2;18000;52.5;8.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;8, улица Академика Завойского, Азино-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.75671335, 49.22723852027856);0;0;1;0;0;0;0;0;0
19.2;1;1;25000;39.0;9.2;1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;7;4, улица Дуслык, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420025, Россия;(55.795336649999996, 49.2264234);1;0;0;0;0;0;0;0;0
;1;1;16000;49.2;16.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9;24, улица Кул Гали, Алтан, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.7496902, 49.23947539440876);0;0;1;0;0;0;0;0;0
;1;1;18000;37.0;7.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Вита, 131, улица Декабристов, Кизическая слобода, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.8274572, 49.0825765);0;0;0;0;1;0;0;0;0
30.0;2;1;14000;52.0;8.0;8;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;10;9 к1, улица Академика Глушко, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420100, Россия;(55.7817138, 49.23538597339262);1;0;0;0;0;0;0;0;0
20.0;1;1;17000;30.0;7.0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;5;154, улица Декабристов, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420080, Россия;(55.8308402, 49.0812294);0;0;0;0;1;0;0;0;0
;1;1;15000;33.0;7.0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10;31, улица Четаева, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.82427245, 49.124278625073195);0;0;0;1;0;0;0;0;0
;1;1;14000;18.0;7.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;улица Абжалилова, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420045, Россия;(55.7931759, 49.1661923);0;1;0;0;0;0;0;0;0
;1;1;16000;30.7;6.5;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5;1А, Большая Красная улица, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420014, Россия;(55.799082850000005, 49.11178045);0;1;0;0;0;0;0;0;0
;2;1;23000;44.0;12.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;5;3, Большая Красная улица, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420014, Россия;(55.799000050000004, 49.11242137655945);0;1;0;0;0;0;0;0;0
19.0;1;2;25000;30.0;6.0;2;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;5;74, улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7867575, 49.15865202599342);0;1;0;0;0;0;0;0;0
;1;1;15000;35.0;8.0;10;0;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;15;улица Айрата Арсланова, ЖК Салават Купере, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.8656529, 48.8847083);0;0;0;0;0;1;0;0;0
25.0;1;2;24999;38.0;10.0;4;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;УК уют сервис, 5А, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.8164589, 49.1071974);0;0;0;1;0;0;0;0;0
27.9;2;1;20000;47.5;8.6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;14, улица Академика Королёва, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.8392478, 49.07877607345213);0;0;0;0;1;0;0;0;0
48.0;2;1;30000;86.0;12.0;2;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;9;Ozon, 46, улица Аделя Кутуя, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.7855055, 49.175486);1;0;0;0;0;0;0;0;0
;2;2;35000;54.0;9.0;10;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;20;46, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.81437495, 49.13705996088203);0;0;0;1;0;0;0;0;0
;1;1;18000;31.1;6.0;3;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5;48, улица Лейтенанта Шмидта, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7879958, 49.15932560565803);0;1;0;0;0;0;0;0;0
;1;2;15000;42.0;9.0;11;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;24;Ак Барс Страхование, 66В, улица Рихарда Зорге, Горки-3, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420110, Россия;(55.7473961, 49.2090994);0;0;1;0;0;0;0;0;0
;1;2;16500;55.1;12.0;7;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;16;Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420001, Россия;(55.8212913, 49.1549594);0;0;0;1;0;0;0;0;0
45.0;3;2;25000;65.0;12.0;2;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10;Окинава, 3, улица Хайдара Бигичева, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420100, Россия;(55.783219, 49.2225857);1;0;0;0;0;0;0;0;0
30.4;2;1;19000;46.4;5.2;1;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5;Пятёрочка, 123, улица Хади Такташа, Воскресенский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7667077, 49.135393);0;0;1;0;0;0;0;0;0
18.0;1;2;18000;37.0;10.0;7;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;12;36, улица Побежимова, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420037, Россия;(55.86039285, 49.0816281529253);0;0;0;0;0;0;1;0;0
16.0;1;1;20000;30.0;8.0;3;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;9;Совкомбанк, 17, улица Хусаина Мавлютова, Горки-1, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420101, Россия;(55.7537151, 49.1895434);0;0;1;0;0;0;0;0;0
;1;1;14000;13.0;;5;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;1;5;4, Калугинская улица, Гривка, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420032, Россия;(55.810824, 49.08136153941842);0;0;0;0;0;1;0;0;0
18.0;1;1;15000;30.0;6.0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;5;Ozon, 154, Краснококшайская улица, Ягодная слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420102, Россия;(55.8179385, 49.0624118);0;0;0;0;0;1;0;0;0
;1;1;16000;37.0;8.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;20, улица Лукина, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.8646368, 49.09257564332315);0;0;0;0;0;0;1;0;0
;2;1;22000;65.0;14.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;93, улица Хади Такташа, Старо-Татарская слобода, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7733803, 49.130670699999996);0;1;0;0;0;0;0;0;0
14.4;1;1;17000;28.3;6.5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;27, улица Малая Крыловка, Крыловка, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.820161999999996, 49.076256905090375);0;0;0;0;0;1;0;0;0
11.0;1;2;20000;22.0;;5;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;12;4А, Тэцевская улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.852018, 49.064772268285395);0;0;0;0;0;0;1;0;0
10.0;2;1;20000;53.0;33.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;5;ТПУ-Щитовая, 46, улица Академика Королёва, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.8396845, 49.0616264);0;0;0;0;1;0;0;0;0
;1;2;22000;45.5;8.0;6;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;99Б, улица Павлюхина, Воскресенский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.767101749999995, 49.149171213902754);0;0;1;0;0;0;0;0;0
;2;2;25000;83.9;20.0;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;9;КБ Ренессанс Кредит, 60, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8188126, 49.1346175);0;0;0;1;0;0;0;0;0
14.0;1;1;18000;30.0;5.0;9;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;12;59Б, улица Мусина, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.82781505, 49.121460025987666);0;0;0;1;0;0;0;0;0
;1;2;16000;33.0;8.0;2;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5;4, улица Коротченко, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420112, Россия;(55.793350149999995, 49.09844412294638);0;1;0;0;0;0;0;0;0
15.4;1;1;18500;40.0;11.1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;121, улица Хади Такташа, Юл Урам, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.76734305, 49.135125472224075);0;0;1;0;0;0;0;0;0
;1;1;19000;32.7;8.0;9;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10;51, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8208547, 49.12792032548806);0;0;0;1;0;0;0;0;0
35.0;1;2;25999;55.0;13.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1Б, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8211366, 49.145270985888104);0;0;0;1;0;0;0;0;0
18.0;1;1;16000;35.0;7.0;5;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;5;144, Завокзальная улица, Новое Аракчино, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420079, Россия;(55.8117189, 48.93990844999999);0;0;0;0;0;1;0;0;0
30.0;2;1;13500;52.0;9.0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;5;51, улица Гудованцева, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420091, Россия;(55.8787339, 49.020776999999995);0;0;0;0;1;0;0;0;0
10.0;1;1;13000;12.0;2.0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;5;Светофор, 69Г, Беломорская улица, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420085, Россия;(55.8657761, 49.0273438);0;0;0;0;0;0;1;0;0
;1;1;17000;42.0;10.0;6;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;11;66, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.816804, 49.13470136456276);0;0;0;1;0;0;0;0;0
25.0;2;2;22000;47.0;8.0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;12;4А, Тэцевская улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.852018, 49.064772268285395);0;0;0;0;0;0;1;0;0
34.5;2;1;24000;52.5;10.0;4;0;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;4;6А, улица Космонавтов, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.800013250000006, 49.18617885116761);1;0;0;0;0;0;0;0;0
20.0;1;2;30000;37.0;9.0;16;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;20;улица Алексея Козина, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8140361, 49.1343007);0;0;0;1;0;0;0;0;0
;1;1;20000;33.0;9.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4, Чистопольская улица, Кизическая слобода, Московский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.818329399999996, 49.102349688867456);0;0;0;0;1;0;0;0;0
;2;2;27000;70.0;30.0;11;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;12;4 к2, улица Баки Урманче, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.733654650000005, 49.17555945000001);0;0;1;0;0;0;0;0;0
;1;2;15000;18.0;;2;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;5;2/3, улица Энергетиков, Кизическая слобода, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.8291778, 49.07845062903087);0;0;0;0;1;0;0;0;0
;2;2;25000;60.0;10.0;12;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;16;8Б, улица Юлиуса Фучика, Горки-3, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420138, Россия;(55.7423555, 49.20188797403858);0;0;1;0;0;0;0;0;0
35.0;2;2;35000;75.0;15.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10;43, улица Маршала Чуйкова, Молодёжно-жилищный комплекс, Брикетный, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420132, Россия;(55.83676525, 49.13580705);0;0;0;1;0;0;0;0;0
16.0;1;1;15000;31.0;8.0;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;9;Продуктовые павильоны, 131Г, улица Юлиуса Фучика, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.766296749999995, 49.230909350000005);1;0;0;0;0;0;0;0;0
30.0;1;2;24000;45.0;10.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;23;Пятёрочка, 5, улица Баки Урманче, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.731546, 49.1760504);0;0;1;0;0;0;0;0;0
