Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b;location;coord;district_1;district_2;district_3;district_4;district_5;district_6;district_7;district_8;district_9
;1;2;19000;47.0;10.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;22;Солнце, 7, улица Баки Урманче, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.7307914, 49.174518);0;0;1;0;0;0;0;0;0
30.0;1;1;20000;50.0;12.0;6;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;9;KazanExpress, 73, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8201527, 49.1478539);0;0;0;1;0;0;0;0;0
34.0;2;2;38000;76.0;13.0;10;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;11;28, улица Четаева, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.82286415, 49.12604265);0;0;0;1;0;0;0;0;0
;1;2;25000;37.0;8.0;20;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;21;ЖК Норвежский, 28Б, улица Короленко, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420044, Россия;(55.8335342, 49.10181310822273);0;0;0;1;0;0;0;0;0
18.0;1;3;55000;45.0;9.0;12;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;21;ЖК Норвежский, 28Б, улица Короленко, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420044, Россия;(55.8335342, 49.10181310822273);0;0;0;1;0;0;0;0;0
;1;2;25000;37.0;10.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;16;Dima, 25, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.8198034, 49.1191602);0;0;0;1;0;0;0;0;0
15.0;1;1;22000;46.0;13.0;4;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;5;10, переулок Односторонки Гривки, Козья слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.81252895, 49.09089221975732);0;0;0;0;0;1;0;0;0
25.0;1;3;55000;42.0;14.0;8;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;20;Вита Экспресс, 2, улица Алексея Козина, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8134452, 49.1362855);0;0;0;1;0;0;0;0;0
;1;1;13000;18.0;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Сбербанк, 81, Беломорская улица, Жилплощадка, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420085, Россия;(55.8661546, 49.0162841);0;0;0;0;1;0;0;0;0
30.0;2;2;25000;65.0;14.0;2;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;10;Ozon, 17, улица Салиха Батыева, ЖК Изумрудный город, Восточный, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420129, Россия;(55.75479, 49.245482);0;0;1;0;0;0;0;0;0
;1;2;25000;43.0;7.0;10;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;10;4, 2-я Ленинградская улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.859490300000004, 49.086426027620846);0;0;0;0;0;0;1;0;0
40.0;2;1;25000;48.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5;32, улица Заря, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420029, Россия;(55.8107452, 49.17923745);1;0;0;0;0;0;0;0;0
20.0;1;2;30000;30.0;;9;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;1;15;Вита Экспресс, 2, улица Алексея Козина, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8134452, 49.1362855);0;0;0;1;0;0;0;0;0
55.0;2;1;29999;71.0;10.0;14;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;18;1, улица Чингиза Айтматова, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.76571765, 49.232360275053736);1;0;0;0;0;0;0;0;0
18.0;1;1;17000;35.0;9.0;9;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9;59, улица Побежимова, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420037, Россия;(55.860537050000005, 49.07298092662862);0;0;0;0;0;0;1;0;0
50.0;3;3;55000;74.0;14.0;14;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;25;108Б, улица Павлюхина, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7686068, 49.14287245434558);0;0;1;0;0;0;0;0;0
;1;1;17000;47.0;12.0;9;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;16;6, улица Академика Завойского, Азино-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.755976700000005, 49.22765252260274);0;0;1;0;0;0;0;0;0
;2;2;23000;70.0;15.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;Reina, 3, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8224422, 49.1468914);0;0;0;1;0;0;0;0;0
;2;3;60000;100.0;25.0;2;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;2;Единая Россия, 12, улица Горького, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420015, Россия;(55.7938319, 49.1302967);0;1;0;0;0;0;0;0;0
40.0;2;1;33999;65.0;13.0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9;102А, улица Павлюхина, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.77068095, 49.14222022048506);0;0;1;0;0;0;0;0;0
19.0;1;2;16000;30.0;7.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;Пятёрочка, 43, улица Гудованцева, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420091, Россия;(55.8731421, 49.0203544);0;0;0;0;0;0;1;0;0
15.1;1;2;35000;37.0;10.1;5;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;66В, улица Николая Ершова, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.798882500000005, 49.18344820509091);1;0;0;0;0;0;0;0;0
18.0;1;2;20000;36.0;;7;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;10;Malinka school, 100, улица Рауиса Гареева, Ферма-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.7242069, 49.1705668);0;0;1;0;0;0;0;0;0
15.0;1;1;19000;30.0;5.0;5;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;23;Ozon, 20 к1, улица Братьев Батталовых, Лесной городок, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420064, Россия;(55.721563, 49.187615);0;0;1;0;0;0;0;0;0
50.0;2;1;36999;80.0;12.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;12;1, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8210427, 49.1469051);0;0;0;1;0;0;0;0;0
;2;2;30000;56.0;11.0;6;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;6;10, 60А, улица Нурсултана Назарбаева, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7723248, 49.13697341180058);0;1;0;0;0;0;0;0;0
;1;2;22000;36.0;8.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;5;46, улица Лейтенанта Шмидта, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.78858285, 49.15914470210728);0;1;0;0;0;0;0;0;0
48.0;2;1;34999;70.0;10.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;99Б, улица Павлюхина, Воскресенский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.767101749999995, 49.149171213902754);0;0;1;0;0;0;0;0;0
;1;2;25000;40.0;6.0;3;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;10;41, улица Четаева, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.824031399999996, 49.11840144999999);0;0;0;1;0;0;0;0;0
31.0;2;1;25000;55.0;7.0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;9;8А, улица Академика Лаврентьева, Дружба, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.831006, 49.1409323);0;0;0;1;0;0;0;0;0
;2;2;35000;60.0;16.0;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;18;9, улица Чингиза Айтматова, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.76570275, 49.237076441334025);1;0;0;0;0;0;0;0;0
;3;1;25000;90.0;13.0;6;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;10;Зилант, 82, улица Юлиуса Фучика, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.759125, 49.2343044);1;0;0;0;0;0;0;0;0
;1;1;23000;42.0;13.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Брокерс, 33, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8164276, 49.1363391);0;0;0;1;0;0;0;0;0
;1;1;17000;40.0;7.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;58, улица Карбышева, Горки-1, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420101, Россия;(55.75559825, 49.17812822661813);0;0;1;0;0;0;0;0;0
;1;3;30000;45.0;17.0;5;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;20;Магнит, 8Д, Оренбургский тракт, Калининский, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7610101, 49.1518908);0;0;1;0;0;0;0;0;0
25.0;1;2;19999;40.0;10.0;15;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;19;138Д, Оренбургский тракт, Ферма-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420010, Россия;(55.72903735, 49.18582585);0;0;1;0;0;0;0;0;0
20.0;1;1;15000;42.0;12.0;7;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;19;улица Виктора Сажинова, ЖК Салават Купере, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.8632562, 48.8769831);0;0;0;0;0;1;0;0;0
30.0;2;2;20000;44.0;6.0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;5;7, улица Красной Позиции, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420045, Россия;(55.79056545, 49.16684455);1;0;0;0;0;0;0;0;0
85.0;3;1;70000;100.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;40, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.814816, 49.13471442495851);0;0;0;1;0;0;0;0;0
;1;2;22000;50.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Говиндас, 79, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8225778, 49.1532705);0;0;0;1;0;0;0;0;0
85.0;3;1;70000;100.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;40, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.814816, 49.13471442495851);0;0;0;1;0;0;0;0;0
19.0;1;2;20000;37.0;12.0;12;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;24;4В, проезд Яраткан, Город-парк «Новые Горки», Советский район, Казань, Татарстан, Приволжский федеральный округ, 420104, Россия;(55.760322, 49.19814001021616);1;0;0;0;0;0;0;0;0
17.0;1;1;22000;37.0;7.0;9;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;10;Ozon, 13, улица Адоратского, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8252666, 49.1468802);0;0;0;1;0;0;0;0;0
95.0;4;3;40000;105.0;10.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;7, Низенькая улица, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420012, Россия;(55.78477875, 49.137229000000005);0;1;0;0;0;0;0;0;0
20.0;1;1;23000;36.0;7.0;7;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;9;Магнит, 13, улица Татарстан, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.777853, 49.1101366);0;1;0;0;0;0;0;0;0
28.0;2;2;35000;54.0;9.5;9;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;0;10;23А, улица Азата Аббасова, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.787298, 49.25613867684736);1;0;0;0;0;0;0;0;0
;1;2;40000;52.0;12.0;4;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;20;Южная Америка, 40, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.8180507, 49.12258135);0;0;0;1;0;0;0;0;0
;1;1;18000;32.0;7.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5;76, улица Восстания, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.833687350000005, 49.0652163);0;0;0;0;1;0;0;0;0
;1;0;25000;39.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;39, улица Латышских Стрелков, Танкодром, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7538402, 49.16607835);1;0;0;0;0;0;0;0;0
18.0;1;1;17000;38.4;11.0;6;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10;36, 2-я Юго-Западная улица, Гривка, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.8222602, 49.08276499778725);0;0;0;0;1;0;0;0;0
28.0;2;2;22000;52.0;10.0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;10;26, улица Ноксинский Спуск, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7675968, 49.24197706364835);1;0;0;0;0;0;0;0;0
;2;3;35000;57.0;20.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;24;35, улица Братьев Касимовых, Горки-1, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420104, Россия;(55.757240800000005, 49.19860764811537);0;0;1;0;0;0;0;0;0
15.0;1;1;20000;32.0;6.0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;5;4, улица Гагарина, Новая Сосновка, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420075, Россия;(55.864116100000004, 49.23662602738589);1;0;0;0;0;0;0;0;0
;2;3;24000;40.0;15.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;17;Аптеки столицы, 1 к1, улица Сабира Ахтямова, Азино-1, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420081, Россия;(55.7884089, 49.2175879);1;0;0;0;0;0;0;0;0
;2;2;30000;70.0;15.0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;9;30Г, улица Академика Губкина, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.8054779, 49.193131859591944);1;0;0;0;0;0;0;0;0
38.0;2;2;27000;60.0;10.0;6;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;14;улица Ноксинский Спуск, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7691194, 49.2373989);1;0;0;0;0;0;0;0;0
;2;2;25000;65.0;10.0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;9;99Б, улица Павлюхина, Воскресенский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.767101749999995, 49.149171213902754);0;0;1;0;0;0;0;0;0
;2;1;30000;64.0;15.0;6;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;10;26, Мало-Московская улица, Адмиралтейская слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420030, Россия;(55.80051315, 49.056547024186514);0;0;0;0;0;1;0;0;0
19.0;1;2;30000;38.0;8.0;8;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;0;10;улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7872771, 49.1589513);0;1;0;0;0;0;0;0;0
;3;3;60000;75.0;10.0;7;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;9;KazanExpress, 73, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8201527, 49.1478539);0;0;0;1;0;0;0;0;0
50.0;2;1;75000;70.0;12.0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;23;ЖК «Atlantis Deluxe», 57, Шоссейная улица, Гривка, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420032, Россия;(55.8075863, 49.09044652308412);0;0;0;0;0;1;0;0;0
;1;2;25000;45.0;16.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;19;23Б, Сибирский тракт, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420029, Россия;(55.810463600000006, 49.179877399999995);1;0;0;0;0;0;0;0;0
18.0;1;1;13000;30.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;14А, Молодёжная улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.86118260000001, 49.09961785089962);0;0;0;0;0;0;1;0;0
38.0;2;2;22000;77.0;8.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;9;Мурал «Счастье», 4, Ломжинская улица, Азино-2, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7663559, 49.223027);1;0;0;0;0;0;0;0;0
15.0;1;1;13000;34.0;8.0;1;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;10;24, улица Четаева, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8224821, 49.131289100000004);0;0;0;1;0;0;0;0;0
28.0;2;2;25000;50.0;9.0;7;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9;16, улица Академика Завойского, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.756606500000004, 49.23506512670376);1;0;0;0;0;0;0;0;0
40.0;2;3;29999;50.0;7.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9;18В, улица Академика Губкина, Царицыно, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420088, Россия;(55.80478665, 49.19650857369403);1;0;0;0;0;0;0;0;0
;3;2;49000;140.0;20.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;10, 60А, улица Нурсултана Назарбаева, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7723248, 49.13697341180058);0;1;0;0;0;0;0;0;0
;1;1;18000;32.0;6.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5;23, улица Шамиля Усманова, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420095, Россия;(55.8298882, 49.068967);0;0;0;0;1;0;0;0;0
62.0;2;2;49999;82.0;20.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10;Биррбург, 52, улица Калинина, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.7825644, 49.14605);0;1;0;0;0;0;0;0;0
;1;2;35000;43.0;6.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;71Б, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.82000675, 49.143182171737266);0;0;0;1;0;0;0;0;0
15.8;1;2;15000;31.7;;11;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;19;9, улица Альфии Авзаловой, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.8573013, 48.90304456527615);0;0;0;0;0;1;0;0;0
;2;2;25000;70.0;15.0;4;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9;28А, улица Лесгафта, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.7863684, 49.14839497786805);0;1;0;0;0;0;0;0;0
50.0;2;3;100000;75.0;8.0;4;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;8;14/59, улица Татарстан, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.7831045, 49.115794795453596);0;1;0;0;0;0;0;0;0
;1;1;22000;38.0;8.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14, Умырзая улица, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.78774755, 49.25471856976515);1;0;0;0;0;0;0;0;0
20.0;1;1;22000;38.0;16.0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;10;8, Дружинная улица, Гривка, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.81831615, 49.082650347381716);0;0;0;0;0;1;0;0;0
20.0;2;2;30000;50.0;8.0;5;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;20;Магнит, 2, Комсомольская улица, Козья слобода, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.8114007, 49.0955234);0;0;0;0;0;1;0;0;0
;1;2;20000;45.0;15.0;6;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;10;улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7872771, 49.1589513);0;1;0;0;0;0;0;0;0
;1;3;32000;38.9;10.0;2;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;Lavanda cakes, 5, улица Разведчика Ахмерова, Art City, Октябрьский городок, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.7970345, 49.1811108);1;0;0;0;0;0;0;0;0
;1;2;20000;40.0;;13;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;21;ЖК Норвежский, 28Б, улица Короленко, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420044, Россия;(55.8335342, 49.10181310822273);0;0;0;1;0;0;0;0;0
20.0;1;1;30999;40.0;10.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12, улица Волкова, Аки, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420075, Россия;(55.84985115, 49.25372233475784);1;0;0;0;0;0;0;0;0
;2;3;60000;70.0;15.0;11;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;0;18;Пятёрочка, 7, улица Сибгата Хакима, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.8158004, 49.1079289);0;0;0;1;0;0;0;0;0
31.0;2;1;20000;45.0;6.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5;30, улица Заря, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420029, Россия;(55.811163050000005, 49.17857760035323);1;0;0;0;0;0;0;0;0
13.2;1;2;23000;30.7;;19;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;19;21А, улица Азата Аббасова, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7875467, 49.25357903980995);1;0;0;0;0;0;0;0;0
55.0;2;1;27000;83.0;8.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8194131, 49.135381);0;0;0;1;0;0;0;0;0
;2;3;45000;57.0;20.0;17;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;20;61А, улица Вишневского, Калуга, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.7801799, 49.14923351172674);0;1;0;0;0;0;0;0;0
